Country Name,Country Code,Region,Income group,Year,Energy use (kg of oil equivalents per capita), Population ,CO2 emissions (metric tons per capita),Renewable energy consumption (% of energy),"GDP per capita, PPP",Electric power consumption (kWh per capita),Access to electricity (% of population),Forest area (% of land)
United Kingdom,GBR,Europe & Central Asia,High income,1996,3879.822786," 58,166,950 ",9.480231059,0.943586897,21745.61019,5815.828404,100,11.91915057
Austria,AUT,Europe & Central Asia,High income,1996,3580.420798," 7,959,017 ",7.938008299,24.03687734,24523.88346,6607.222977,100,46.17582891
Gibraltar,GIB,Europe & Central Asia,High income,1996,3516.720427," 30,382 ",9.293627806,0,,3521.822132,100,0
Switzerland,CHE,Europe & Central Asia,High income,1996,3473.206304," 7,071,850 ",5.640102519,17.11697875,30535.45414,7393.539173,100,29.77130222
"Korea, Rep.",KOR,East Asia & Pacific,High income,1996,3454.854851," 45,524,681 ",8.869490025,0.60863812,14428.27252,4280.71094,100,65.52767784
Slovak Republic,SVK,Europe & Central Asia,High income,1996,3364.258794," 5,373,361 ",7.688376418,3.905504627,9358.727962,5150.407724,100,39.94594645
Slovenia,SVN,Europe & Central Asia,High income,1996,3180.206152," 1,988,628 ",7.519770415,11.09418376,14268.84991,5365.50828,100,60.32770606
Ireland,IRL,Europe & Central Asia,High income,1996,3122.335609," 3,637,510 ",9.596172382,1.934751442,20474.73557,4787.890617,100,8.230076509
Libya,LBY,Middle East & North Africa,Upper middle income,1996,2950.194246," 5,035,884 ",8.768671796,2.101735794,,1787.769536,99.84116364,0.123327688
Ukraine,UKR,Europe & Central Asia,Lower middle income,1996,2937.27091," 51,057,189 ",8.075959979,0.897911043,3410.956522,3060.372164,98.98297119,16.25200589
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,1996,2911.34437," 15,577,894 ",9.08564399,1.633778692,6274.410381,3636.627647,98.67173004,1.25488019
Oman,OMN,Middle East & North Africa,High income,1996,2803.862982," 2,236,666 ",6.753074889,0,28888.6726,2620.865163,,0.006462036
Israel,ISR,Middle East & North Africa,High income,1996,2801.208363," 5,692,000 ",9.328559382,5.446613082,20765.62907,5340.302178,100,6.682070522
Italy,ITA,Europe & Central Asia,High income,1996,2796.154736," 56,860,281 ",7.48906561,4.748913895,22963.16029,4658.700157,100,27.39587196
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,1996,2789.906292," 4,287,344 ",7.15379685,0.002466815,3577.067756,1438.886173,99.35549927,8.782159045
Bulgaria,BGR,Europe & Central Asia,Upper middle income,1996,2745.710003," 8,362,826 ",6.763241038,3.546340551,5624.672956,4350.443259,100,30.33354469
Poland,POL,Europe & Central Asia,High income,1996,2680.10207," 38,624,370 ",9.210609908,5.86500109,8253.363678,3159.041817,100,29.34408503
Lithuania,LTU,Europe & Central Asia,High income,1996,2610.041945," 3,601,613 ",4.367884612,11.47351421,6379.414074,2735.441037,100,31.74856414
Hungary,HUN,Europe & Central Asia,High income,1996,2572.974361," 10,311,238 ",6.019061436,5.143343973,9338.510532,3162.374877,100,20.8168259
Belarus,BLR,Europe & Central Asia,Upper middle income,1996,2501.348819," 10,160,000 ",5.921699705,3.101309874,4181.114215,2806.496063,100,39.81364526
Spain,ESP,Europe & Central Asia,High income,1996,2489.340422," 39,889,852 ",5.848744212,10.06199181,16912.42931,4008.939416,100,31.45514969
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1996,2466.510033," 42,898,520 ",8.494483982,17.4377706,6861.530512,4633.819535,57.6,7.617736524
Greece,GRC,Europe & Central Asia,High income,1996,2206.103895," 10,608,800 ",7.563654136,8.209182043,16125.77175,3832.66722,100,26.99922383
"Venezuela, RB",VEN,Latin America & Caribbean,Upper middle income,1996,2204.173783," 22,650,102 ",5.421792935,12.87230051,11122.52151,2641.754108,98.20561218,57.0273794
Serbia,SRB,Europe & Central Asia,Upper middle income,1996,2175.794594," 7,617,794 ",,19.43228434,5091.424583,4132.561211,99.77090454,28.31008461
Cyprus,CYP,Europe & Central Asia,High income,1996,2157.549091," 873,423 ",6.797248298,3.357069083,17099.70212,2816.504718,100,18.11796576
Romania,ROU,Europe & Central Asia,Upper middle income,1996,2109.772429," 22,619,004 ",5.544352572,11.92380699,5776.405547,2430.301529,100,27.74485884
Portugal,PRT,Europe & Central Asia,High income,1996,1986.836971," 10,063,945 ",5.026484644,25.3522361,14899.31943,3195.864047,100,36.94207597
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,1996,1903.222174," 23,225,000 ",4.571395091,1.64858305,1660.755705,1827.771798,99.6,7.393511874
Latvia,LVA,Europe & Central Asia,High income,1996,1839.983526," 2,457,222 ",3.723377456,32.0253796,5796.503311,1992.900926,100,51.67213323
Malta,MLT,Middle East & North Africa,High income,1996,1836.669694," 379,905 ",5.897624406,0,13675.08574,3790.42129,100,1.093749981
Malaysia,MYS,East Asia & Pacific,Upper middle income,1996,1819.561714," 21,023,321 ",5.963602516,7.473082671,11624.96753,2187.285253,95.94358826,66.67173946
Croatia,HRV,Europe & Central Asia,High income,1996,1795.659991," 4,494,000 ",3.773076992,34.12650443,8795.05811,2438.807299,100,33.42265095
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,1996,1621.487219," 6,435,500 ",4.525415896,0.858603628,23958.62616,4915.701966,100,
Iraq,IRQ,Middle East & North Africa,Upper middle income,1996,1613.000988," 20,845,893 ",3.334021287,0.350157932,5242.189637,1372.308684,95.36929321,1.857466274
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,1996,1585.277461," 61,583,089 ",4.482709433,1.032272155,9553.681342,1293.358311,97.03143311,5.664321516
Argentina,ARG,Latin America & Caribbean,High income,1996,1582.138202," 35,419,682 ",3.811457285,10.19385559,10754.19842,1719.665354,93.47421265,12.07049363
Lebanon,LBN,Middle East & North Africa,Upper middle income,1996,1514.072147," 3,070,960 ",4.480222471,5.032160585,9339.579756,2116.927606,98.9223938,12.8054741
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,1996,1513.673193," 7,763,000 ",4.026472755,1.738902664,2471.585879,1852.891923,97.56748962,10.38009022
North Macedonia,MKD,Europe & Central Asia,Upper middle income,1996,1485.085021," 1,989,443 ",5.902020817,14.20693961,5084.183246,2920.918066,96.33190918,36.94848508
Mexico,MEX,Latin America & Caribbean,Upper middle income,1996,1407.545547," 95,687,452 ",3.620305649,13.06472384,8677.717168,1406.015075,96.093624,35.29802802
Chile,CHL,Latin America & Caribbean,High income,1996,1401.314652," 14,497,826 ",3.345311359,32.2306623,8028.911405,1938.428562,95.617315,20.98846984
Jamaica,JAM,Latin America & Caribbean,Upper middle income,1996,1317.228033," 2,561,993 ",3.787239856,10.12420147,6206.229836,2101.879279,85.706045,31.61403554
Gabon,GAB,Sub-Saharan Africa,Upper middle income,1996,1253.661151," 1,113,994 ",4.28587048,71.48673745,14923.42151,848.2990034,71.09853363,85.38052548
Thailand,THA,East Asia & Pacific,Upper middle income,1996,1151.116834," 60,151,472 ",2.996685634,21.16347051,7277.539903,1379.567237,82.8352356,30.94325512
Turkey,TUR,Europe & Central Asia,Upper middle income,1996,1126.18203," 59,423,208 ",3.167198715,21.24304374,8015.980827,1328.353057,92.52307892,12.93946391
Moldova,MDA,Europe & Central Asia,Lower middle income,1996,1105.569139," 3,667,748 ",3.141359221,3.660394166,1824.269765,1979.416252,96.98548889,9.778317643
Cuba,CUB,Latin America & Caribbean,Upper middle income,1996,1082.022536," 10,961,012 ",2.462952691,41.42907161,,972.5379372,95.32545471,21.26815597
Brazil,BRA,Latin America & Caribbean,Upper middle income,1996,1028.801745," 164,913,306 ",1.726864217,44.53288239,8268.667378,1684.030275,92.867095,63.58428729
Mongolia,MNG,East Asia & Pacific,Lower middle income,1996,979.818844," 2,316,567 ",3.471400136,3.440849083,3195.32814,1085.658218,71.5707016,7.752902758
Jordan,JOR,Middle East & North Africa,Upper middle income,1996,935.7612301," 4,716,373 ",3.008163901,2.192558596,5066.959891,1158.093306,98.3044281,1.10494107
China,CHN,East Asia & Pacific,Upper middle income,1996,881.6537374," 1,217,550,000 ",2.844309582,30.53717546,2070.771609,821.0808591,94.79112244,18.00728645
Botswana,BWA,Sub-Saharan Africa,Upper middle income,1996,880.2968717," 1,604,060 ",1.719127713,44.68880765,6698.699365,902.709375,18.95920181,22.95308206
"Korea, Dem. People’s Rep.",PRK,East Asia & Pacific,Low income,1996,874.1599041," 22,113,548 ",,10.20747007,,825.6024768,4.74979353,61.79055058
Uruguay,URY,Latin America & Caribbean,High income,1996,872.903771," 3,248,035 ",1.675421601,37.56791792,8958.114964,1635.758235,97.48720551,6.51891179
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,1996,865.6753248," 14,755,286 ",2.900986873,1.663549821,,893.1036647,85.5459671,2.220045707
Zimbabwe,ZWE,Sub-Saharan Africa,Low income,1996,850.801449," 11,518,262 ",1.301790409,66.73832752,2221.150183,869.0547237,32.45994949,52.22179139
Paraguay,PRY,Latin America & Caribbean,Upper middle income,1996,824.7623439," 4,870,694 ",0.770186138,70.75909666,6445.358712,796.8063689,85.7385025,50.55021296
Georgia,GEO,Europe & Central Asia,Lower middle income,1996,811.5476268," 4,616,100 ",0.880982431,42.75395574,1937.502631,1119.776435,98.35820007,39.67880313
Algeria,DZA,Middle East & North Africa,Upper middle income,1996,798.1448359," 29,411,415 ",3.301388016,0.389526171,7060.095524,567.70475,98.8460083,0.677739783
Panama,PAN,Latin America & Caribbean,High income,1996,763.3088061," 2,796,344 ",1.653618797,37.34844446,7007.858141,1084.630503,77.62228394,66.40032547
Colombia,COL,Latin America & Caribbean,Upper middle income,1996,743.0337398," 38,049,038 ",1.590776145,33.77539832,6343.133222,887.8016837,92.66477203,56.64340638
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1996,709.538058," 11,683,479 ",2.070547565,19.29146026,5714.02721,613.1735248,91.78411865,50.89470608
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,1996,702.2343994," 1,133,996 ",1.720327056,35.56392632,6863.113023,1021.167623,99.43501282,20.48275952
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,1996,693.778301," 110,732,904 ",0.358212759,87.11372183,2256.164707,85.85523956,38.79986954,16.22341514
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1996,682.1374914," 8,029,113 ",2.157968757,20.31094881,5039.375683,633.4448151,85.02584076,27.60505021
Indonesia,IDN,East Asia & Pacific,Lower middle income,1996,678.2716786," 199,914,831 ",1.266992998,48.75037997,4741.78854,297.1815533,72.39,59.09978551
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,1996,658.2569955," 3,596,732 ",1.320299928,36.65421713,6567.888692,1262.25696,98.35668945,48.00626618
Tunisia,TUN,Middle East & North Africa,Lower middle income,1996,655.4719909," 9,256,037 ",1.810514586,14.37547656,4802.371599,771.8205967,90.4,4.888002217
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,1996,615.093678," 9,394,304 ",0.199074886,89.64085704,1556.583483,681.5832232,17.3,69.68132264
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,1996,595.7127733," 4,628,400 ",1.230414614,29.49900052,1328.807047,1965.690087,99.66890717,4.429301241
Namibia,NAM,Sub-Saharan Africa,Upper middle income,1996,591.214476," 1,706,489 ",1.025004556,33.34622207,4432.684185,1008.503424,31.66621399,10.1106536
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,1996,574.1954194," 64,933,456 ",1.571310296,8.678075881,4700.618067,786.959499,96.0658493,0.053242252
El Salvador,SLV,Latin America & Caribbean,Lower middle income,1996,565.9530054," 5,671,925 ",0.805561075,56.93744493,3971.693512,517.8136171,77.883,16.89189189
Armenia,ARM,Europe & Central Asia,Upper middle income,1996,562.1619745," 3,168,215 ",0.809046419,12.47330437,1734.655302,1219.929834,98.64447022,11.72462198
Bolivia,BOL,Latin America & Caribbean,Lower middle income,1996,524.4336758," 7,717,443 ",1.27342178,33.13726748,3119.282353,372.791869,71,56.46875433
Guatemala,GTM,Latin America & Caribbean,Upper middle income,1996,513.6372167," 10,646,674 ",0.62479024,65.72537786,4183.299377,259.2358891,67.78425598,41.28406122
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,1996,489.415265," 4,700,779 ",0.611585441,63.9430744,2276.096714,313.7777802,70.5874176,34.02027589
Philippines,PHL,East Asia & Pacific,Lower middle income,1996,486.6743124," 71,446,107 ",0.870068176,36.87686633,3041.416499,428.2808579,69.08114624,22.93389743
Honduras,HND,Latin America & Caribbean,Lower middle income,1996,483.2055153," 5,867,849 ",0.674925343,62.63058615,2380.936624,401.8508315,61.68112,63.36223164
Ethiopia,ETH,Sub-Saharan Africa,Low income,1996,476.7061186," 59,155,148 ",0.048351836,96.35197819,464.8293016,24.39348136,2.780768871,14.26859961
Peru,PER,Latin America & Caribbean,Upper middle income,1996,462.3251008," 24,441,074 ",0.997878285,31.71453523,4673.595535,588.7220832,67,60.04421997
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,1996,461.6554218," 3,780,378 ",1.126180239,32.8526732,2353.142821,1121.580964,98.16995239,42.87109375
Albania,ALB,Europe & Central Asia,Upper middle income,1996,447.8488703," 3,168,033 ",0.636625313,51.63636056,2980.447411,904.3466403,100,28.36131298
Kenya,KEN,Sub-Saharan Africa,Lower middle income,1996,447.8109677," 28,147,734 ",0.331424476,78.73470094,1655.849353,129.8505947,11.03366089,7.069965296
Pakistan,PAK,South Asia,Lower middle income,1996,447.3937043," 125,938,339 ",0.74994837,52.16974292,2549.151037,359.4695655,69.29030609,2.95817754
Angola,AGO,Sub-Saharan Africa,Lower middle income,1996,445.3476721," 14,682,284 ",0.712306341,73.13960045,2728.585592,50.12844051,18.42350197,48.30929592
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,1996,410.8087242," 13,812,472 ",0.323094881,84.93784566,1799.902923,167.5297514,37.34516144,48.64716211
Togo,TGO,Sub-Saharan Africa,Low income,1996,399.2905795," 4,398,238 ",0.240951717,73.09454211,903.823658,102.9957906,10.39551449,10.39896995
Sudan,SDN,Sub-Saharan Africa,Lower middle income,1996,395.198484," 24,786,190 ",0.1427799,83.61051484,1500.412635,45.47414689,29.60637474,
Mozambique,MOZ,Sub-Saharan Africa,Low income,1996,393.9846501," 16,248,232 ",0.06409485,93.12502576,341.0832111,45.0510554,2.318697929,53.49067881
India,IND,South Asia,Lower middle income,1996,390.8077708," 978,893,217 ",0.901348777,53.7674097,1595.71234,361.0925011,53.1124382,21.798002
Ghana,GHA,Sub-Saharan Africa,Lower middle income,1996,389.5590427," 17,185,608 ",0.32646561,78.82919725,1564.873717,367.6331963,36.37817764,38.65781926
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,1996,386.0685474," 14,995,249 ",0.522835333,74.0417289,2247.873782,158.0500597,43.36985016,32.34465286
Tajikistan,TJK,Europe & Central Asia,Low income,1996,367.2502453," 5,849,540 ",0.4833298,62.66713853,777.3802177,2327.875354,97.84812164,2.923692571
Sri Lanka,LKA,South Asia,Lower middle income,1996,365.7780376," 18,372,120 ",0.384421722,64.41196104,3414.982947,204.4402061,63.0851326,35.54138174
Tanzania,TZA,Sub-Saharan Africa,Low income,1996,362.1445175," 30,811,854 ",0.112347929,92.22245649,1032.671846,60.56110742,9.4,60.41995936
Morocco,MAR,Middle East & North Africa,Lower middle income,1996,357.381737," 27,460,603 ",1.135997232,17.84958758,3219.942322,432.5833632,61.31544876,11.15258773
Benin,BEN,Sub-Saharan Africa,Low income,1996,352.9201827," 6,094,259 ",0.207591276,84.14596757,1137.108275,44.46808053,14.5,47.36608727
Eritrea,ERI,Sub-Saharan Africa,Low income,1996,336.0573281," 3,116,379 ",0.324765377,76.37714613,1275.733325,54.22960429,24.80126762,15.78217822
Nepal,NPL,South Asia,Low income,1996,313.7912192," 21,903,379 ",0.113508788,91.51546258,1032.518879,46.56815736,17.9,29.83776087
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,1996,310.3064576," 42,770,544 ",0.054185516,96.96158323,566.0549635,104.815127,4.046766281,69.91226208
Vietnam,VNM,East Asia & Pacific,Lower middle income,1996,302.6237157," 76,372,719 ",0.453929341,62.86600927,1562.407479,179.1215526,81.54815674,33.12359947
Cambodia,KHM,East Asia & Pacific,Lower middle income,1996,270.2012054," 10,980,273 ",0.147277486,82.76628823,837.6387911,20.03593171,7.135995865,68.5769329
Myanmar,MMR,East Asia & Pacific,Lower middle income,1996,270.163251," 43,793,310 ",0.165710082,84.6098368,723.2821899,58.50208628,40.88569641,56.01493405
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,1996,263.3388464," 2,879,222 ",0.596048516,75.40966863,3449.224934,149.3458997,10.98706532,66.2489019
Haiti,HTI,Latin America & Caribbean,Low income,1996,243.999883," 7,965,553 ",0.129820742,82.18016366,1274.709776,33.51933005,30.77308464,4.056603884
"Yemen, Rep.",YEM,Middle East & North Africa,Low income,1996,219.5899304," 15,889,449 ",0.669498798,1.480847387,2645.62365,120.1426179,44.53720474,1.039831809
Senegal,SEN,Sub-Saharan Africa,Low income,1996,212.8203268," 8,974,077 ",0.416793839,52.46737293,1635.13476,109.3148632,34.22920227,47.15109334
Bangladesh,BGD,South Asia,Lower middle income,1996,131.8906722," 121,269,645 ",0.198152233,62.1240766,1092.017687,79.49227525,23.18179894,11.35745582
Rwanda,RWA,Sub-Saharan Africa,Low income,1996,," 6,115,168 ",0.078554996,89.1548284,552.5724407,,1.162302732,13.52249721
Burundi,BDI,Sub-Saharan Africa,Low income,1996,," 6,041,112 ",0.040062492,95.18932706,556.3295678,,2.324409485,9.127725619
Niger,NER,Sub-Saharan Africa,Low income,1996,," 9,819,964 ",0.091862048,,581.3993611,,7,1.24323048
Central African Republic,CAF,Sub-Saharan Africa,Low income,1996,," 3,435,821 ",0.068306236,91.66483327,592.3087485,,3.435028553,36.06279558
Malawi,MWI,Sub-Saharan Africa,Low income,1996,," 10,109,789 ",0.090316722,81.44909194,640.9537997,,3.629424572,39.22995437
Burkina Faso,BFA,Sub-Saharan Africa,Low income,1996,," 10,372,745 ",0.068229866,92.15659354,716.1198187,,6.735794544,23.71198866
Uganda,UGA,Sub-Saharan Africa,Low income,1996,," 21,202,118 ",0.049983827,95.65698605,719.1315456,,5.707881927,21.12907164
Sierra Leone,SLE,Sub-Saharan Africa,Low income,1996,," 4,282,350 ",0.110463414,90.07512227,721.1328928,,9.653330803,41.56830012
Chad,TCD,Sub-Saharan Africa,Low income,1996,," 7,241,134 ",0.017218021,98.08858357,763.6752348,,1.419714212,5.144218629
Guinea,GIN,Sub-Saharan Africa,Low income,1996,," 8,132,552 ",0.167736278,88.83626377,984.7700063,,12.636199,28.68305388
Mali,MLI,Sub-Saharan Africa,Low income,1996,," 9,856,810 ",0.049479598,87.85279261,1014.494245,,6.2,5.094288594
Madagascar,MDG,Sub-Saharan Africa,Low income,1996,," 13,902,688 ",0.098119443,82.50908742,1028.940596,,12.16192055,22.85414522
"Gambia, The",GMB,Sub-Saharan Africa,Low income,1996,," 1,096,708 ",0.180556721,59.07476518,1060.265714,,23.81233978,44.80237094
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,1996,," 1,787,273 ",0.972519587,50.78932871,1258.037724,,0.01357957,1.357048773
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1996,," 1,159,060 ",0.158188532,89.40361011,1331.166702,,3.097071171,76.75675328
Kiribati,KIR,East Asia & Pacific,Lower middle income,1996,," 78,907 ",0.418251866,3.747151567,1393.868627,,44.18244171,14.99999953
Lao PDR,LAO,East Asia & Pacific,Lower middle income,1996,," 4,957,180 ",0.096165562,85.64689193,1572.325142,,32.17531586,73.54224775
Comoros,COM,Sub-Saharan Africa,Low income,1996,," 488,627 ",0.157598741,60.80219237,1653.408753,,28.9,25.04029927
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1996,," 369,469 ",0.38707713,59.92405666,1759.830668,,0.206765354,81.82922123
Tuvalu,TUV,East Asia & Pacific,Upper middle income,1996,," 9,256 ",0.792350908,0,1856.615481,,93.02024841,33.33333333
Vanuatu,VUT,East Asia & Pacific,Lower middle income,1996,," 171,801 ",0.490922637,20.44936892,1941.233413,,16.36474609,36.09515997
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,1996,," 398,773 ",0.358632606,36.16141186,1954.752575,,46.72164536,17.95285322
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,1996,," 523,999 ",0.216941254,76.74822553,2043.802287,,61.04214859,63.80748837
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,1996,," 2,587,997 ",,20.23610342,2124.538015,,98.45456696,1.508305635
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,1996,," 2,397,245 ",0.465020471,43.87733836,2182.484304,,12.90644646,0.345590387
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,1996,," 108,344 ",0.981531049,1.491529559,2239.66361,,39.28007126,91.07142857
Bhutan,BTN,South Asia,Lower middle income,1996,," 519,282 ",0.579057237,93.24002063,2251.159143,,17.16473961,64.47964922
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,1996,," 51,401 ",1.284138441,19.62687137,2320.722352,,62.13837051,70.22222413
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,1996,," 5,022,437 ",0.435883815,70.01895861,2461.808849,,11,74.21896564
Samoa,WSM,East Asia & Pacific,Upper middle income,1996,," 171,283 ",0.727906447,44.7497258,2913.473449,,83.86134338,54.62897742
Tonga,TON,East Asia & Pacific,Upper middle income,1996,," 96,369 ",0.799084768,1.462181699,3156.509687,,82.52888489,12.5
Guyana,GUY,Latin America & Caribbean,Upper middle income,1996,," 761,861 ",1.992670579,38.60819361,3168.586256,,72.21540833,84.51714107
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,1996,," 981,764 ",0.347365558,75.50236416,4229.213802,,11.3405695,29.04651198
Belize,BLZ,Latin America & Caribbean,Upper middle income,1996,," 213,676 ",1.441565735,42.68214743,4524.593863,,89.25045776,66.72468173
Fiji,FJI,East Asia & Pacific,Upper middle income,1996,," 784,476 ",1.047078559,59.71412872,4835.601156,,66.9,53.0607544
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,1996,," 108,075 ",1.22148508,8.99019363,4978.563167,,74.59497833,65.64102662
Grenada,GRD,Latin America & Caribbean,Upper middle income,1996,," 100,796 ",1.527977301,6.146773411,5489.89207,,84.35438538,49.97058756
Dominica,DMA,Latin America & Caribbean,Upper middle income,1996,," 71,145 ",1.030852484,20.84830851,5492.475865,,75.06600189,64.53333537
Maldives,MDV,South Asia,Upper middle income,1996,," 259,327 ",1.117095405,3.160978578,6103.005252,,80.68774414,3.333333333
Suriname,SUR,Latin America & Caribbean,Upper middle income,1996,," 450,036 ",4.63634687,,6995.184768,,99.71331787,98.76025391
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,1996,," 149,004 ",2.190296905,2.858278952,7674.408412,,87.26772308,35.14754186
Barbados,BRB,Latin America & Caribbean,High income,1996,," 265,942 ",3.198983237,16.80691101,10245.5033,,,14.65116323
Seychelles,SYC,Sub-Saharan Africa,High income,1996,," 76,417 ",3.07114909,2.291622243,11588.2181,,92.32566834,88.4130395
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1996,," 75,628 ",3.878986619,0,12693.72326,,88.25089264,22.99999974
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,1996,," 43,373 ",3.043644664,30.95743031,13693.60395,,90.99599457,42.30769231
Puerto Rico,PRI,Latin America & Caribbean,High income,1996,," 3,724,655 ",,0.7370622,19549.418,,,43.38782481
"Bahamas, The",BHS,Latin America & Caribbean,High income,1996,," 283,790 ",5.879294549,0,21557.12912,,93.84327698,51.44855145
Aruba,ABW,Latin America & Caribbean,High income,1996,," 83,200 ",20.31835337,0.167474285,28366.92217,,90.39458466,2.33333326
Bermuda,BMU,North America,High income,1996,," 60,129 ",8.781918874,0,31787.7791,,100,18.51851819
"Macao SAR, China",MAC,East Asia & Pacific,High income,1996,," 393,567 ",3.577860949,0.414436437,34694.17509,,100,
Afghanistan,AFG,South Asia,Low income,1996,," 17,822,884 ",0.066044698,37.9457475,,,0.01,2.067824648
Andorra,AND,Europe & Central Asia,High income,1996,," 64,360 ",7.065071473,14.10004761,,,100,34.04255319
American Samoa,ASM,East Asia & Pacific,Upper middle income,1996,," 53,929 ",,0,,,,90.95000267
Channel Islands,CHI,Europe & Central Asia,High income,1996,," 144,829 ",,,,,100,4.040404256
Cayman Islands,CYM,Latin America & Caribbean,High income,1996,," 33,536 ",11.48124404,0,,,100,52.91666587
Djibouti,DJI,Middle East & North Africa,Lower middle income,1996,," 643,682 ",0.484237558,32.02656213,,,62,0.241587571
Faroe Islands,FRO,Europe & Central Asia,High income,1996,," 46,058 ",13.05718876,2.70580242,,,100,0.057306586
Greenland,GRL,Europe & Central Asia,High income,1996,," 55,900 ",9.249499106,13.28639236,,,100,0.00064384
Guam,GUM,East Asia & Pacific,High income,1996,," 148,060 ",,0,,,100,46.2962963
Isle of Man,IMN,Europe & Central Asia,High income,1996,," 70,431 ",,,,,100,6.070175506
Liberia,LBR,Sub-Saharan Africa,Low income,1996,," 2,191,179 ",0.153964601,86.9857348,,,0.01,49.30440199
Liechtenstein,LIE,Europe & Central Asia,High income,1996,," 31,325 ",,,,,100,42.12499857
St. Martin (French part),MAF,Latin America & Caribbean,High income,1996,," 32,102 ",,,,,49.204422,18.38235294
Monaco,MCO,Europe & Central Asia,High income,1996,," 30,967 ",,,,,100,
Montenegro,MNE,Europe & Central Asia,Upper middle income,1996,," 611,003 ",,,,,99.18074036,46.54275093
Northern Mariana Islands,MNP,East Asia & Pacific,High income,1996,," 59,364 ",,0,,,100,70.91304116
New Caledonia,NCL,East Asia & Pacific,High income,1996,," 197,564 ",11.11808325,6.701972319,,,100,45.89715536
Nauru,NRU,East Asia & Pacific,Upper middle income,1996,," 10,029 ",10.23791006,0,,,100,0
Palau,PLW,East Asia & Pacific,High income,1996,," 17,691 ",13.26595444,0,,,98.19524384,84.80434418
French Polynesia,PYF,East Asia & Pacific,High income,1996,," 219,283 ",1.973276542,8.180515994,,,100,23.22404372
San Marino,SMR,Europe & Central Asia,High income,1996,," 26,209 ",,,,,100,0
Somalia,SOM,Sub-Saharan Africa,Low income,1996,," 7,892,389 ",0.072016851,91.05081684,,,0.525144458,12.46819875
South Sudan,SSD,Sub-Saharan Africa,Low income,1996,," 5,591,114 ",,,,,0.01,
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,1996,," 128,821 ",0.370056124,55.63246801,,,48.29743958,58.33333333
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,1996,,,,,,,100,
Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,1996,," 15,966 ",2.985782287,0.967568667,,,91.79920197,36.21052792
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,1996,," 875,916 ",,,,,8.693428993,60.44384585
British Virgin Islands,VGB,Latin America & Caribbean,High income,1996,," 18,833 ",5.062496681,0.986754472,,,,24.60000038
Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,1996,," 108,095 ",,0,,,100,62.02856881
Kosovo,XKX,Europe & Central Asia,Lower middle income,1996,," 2,059,000 ",,,,,91.46364594,
Qatar,QAT,Middle East & North Africa,High income,1997,19031.75411," 534,608 ",70.13564144,0,,12078.00856,100,0
Curacao,CUW,Latin America & Caribbean,High income,1997,16175.1953," 146,956 ",,0.081762955,,6280.791529,100,
Bahrain,BHR,Middle East & North Africa,High income,1997,12181.22132," 594,930 ",29.11139294,0,32941.35587,21105.00395,,0.450704215
