Country Name,Country Code,Region,Income group,Year,Energy use (kg of oil equivalents per capita), Population ,CO2 emissions (metric tons per capita),Renewable energy consumption (% of energy),"GDP per capita, PPP",Electric power consumption (kWh per capita),Access to electricity (% of population),Forest area (% of land)
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2008,," 491,723 ",0.954553682,27.61189804,5710.16342,,73.84185791,20.96526002
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2008,," 1,158,897 ",0.946100473,63.94270482,6901.297505,,43.59660339,32.22093094
Fiji,FJI,East Asia & Pacific,Upper middle income,2008,," 843,340 ",1.060957621,45.54938428,7093.550249,,86.16,54.44116117
Belize,BLZ,Latin America & Caribbean,Upper middle income,2008,," 306,165 ",1.425287018,34.06292214,7630.706929,,90.61502075,61.44015569
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2008,," 1,078,110 ",0.187072748,39.5877643,9435.652723,,41.10010147,51.4055161
Dominica,DMA,Latin America & Caribbean,Upper middle income,2008,," 71,074 ",1.857388074,7.458132913,9896.722909,,90.9,60.2533315
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,2008,," 109,165 ",2.082663857,5.507920536,10081.1108,,90.47022247,68.20512918
Grenada,GRD,Latin America & Caribbean,Upper middle income,2008,," 103,930 ",2.434552102,10.66172667,11640.87688,,90,49.97058756
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,2008,," 169,220 ",2.340361659,2.391114663,11655.17428,,93.14989471,33.96721199
Maldives,MDV,South Asia,Upper middle income,2008,," 345,054 ",2.444284083,1.355981074,12243.32426,,94.68008423,3.333333333
Palau,PLW,East Asia & Pacific,High income,2008,," 20,228 ",12.5085525,0,12303.75768,,98.43795776,87.60869399
Barbados,BRB,Latin America & Caribbean,High income,2008,," 277,319 ",5.844583314,8.628636507,16520.94123,,100,14.65116323
Seychelles,SYC,Sub-Saharan Africa,High income,2008,," 86,956 ",7.970272322,0.383361292,19274.84812,,96.67896271,88.4130395
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2008,," 92,478 ",5.194500314,0,23162.68585,,93.29940796,22.27272771
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,2008,," 50,332 ",4.298517842,0.012913238,24146.40201,,96.69631195,42.30769231
"Bahamas, The",BHS,Latin America & Caribbean,High income,2008,," 348,676 ",4.290906171,2.146393822,29857.27156,,98.753685,51.44855145
Puerto Rico,PRI,Latin America & Caribbean,High income,2008,," 3,760,866 ",,0.674828024,33027.02531,,100,53.30214302
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2008,," 868,418 ",5.18537847,6.312481341,38441.34833,,64.73667908,58.80926829
Aruba,ABW,Latin America & Caribbean,High income,2008,," 101,353 ",26.23084665,0.193546026,38506.08725,,93.08616638,2.33333326
Cayman Islands,CYM,Latin America & Caribbean,High income,2008,," 52,926 ",11.01638136,0,56224.96618,,100,52.91666587
Bermuda,BMU,North America,High income,2008,," 65,273 ",9.943759288,2.277817029,58288.61209,,100,18.51851819
"Macao SAR, China",MAC,East Asia & Pacific,High income,2008,," 514,348 ",2.602236229,4.769744133,77584.70527,,100,
San Marino,SMR,Europe & Central Asia,High income,2008,," 30,351 ",,,87503.95945,,100,0
Andorra,AND,Europe & Central Asia,High income,2008,," 83,861 ",6.427886622,17.42274058,,,100,34.04255319
American Samoa,ASM,East Asia & Pacific,Upper middle income,2008,," 57,030 ",,0,,,,88.90000343
Channel Islands,CHI,Europe & Central Asia,High income,2008,," 157,581 ",,,,,100,4.040404256
Djibouti,DJI,Middle East & North Africa,Lower middle income,2008,," 822,934 ",0.606017007,33.14345831,,,53.89907837,0.241587571
Faroe Islands,FRO,Europe & Central Asia,High income,2008,," 48,485 ",13.00864185,4.506541534,,,100,0.057306586
Greenland,GRL,Europe & Central Asia,High income,2008,," 56,328 ",11.71815083,6.668684026,,,100,0.000535997
Guam,GUM,East Asia & Pacific,High income,2008,," 159,035 ",,0,,,100,46.2962963
Isle of Man,IMN,Europe & Central Asia,High income,2008,," 78,534 ",,3.397279137,,,100,6.070175506
Liechtenstein,LIE,Europe & Central Asia,High income,2008,," 35,541 ",1.75400242,54.20026025,,,100,43.1250006
St. Martin (French part),MAF,Latin America & Caribbean,High income,2008,," 29,376 ",,,,,62.45018768,18.38235294
Monaco,MCO,Europe & Central Asia,High income,2008,," 35,853 ",,,,,100,
Northern Mariana Islands,MNP,East Asia & Pacific,High income,2008,," 57,431 ",,0,,,100,66.63043395
New Caledonia,NCL,East Asia & Pacific,High income,2008,," 242,750 ",11.8129516,7.439819489,,,100,45.89715536
French Polynesia,PYF,East Asia & Pacific,High income,2008,," 263,179 ",3.204700983,9.336059067,,,100,39.61748634
Somalia,SOM,Sub-Saharan Africa,Low income,2008,," 11,369,276 ",0.052895892,93.36806803,,,17.2787323,10.99977699
South Sudan,SSD,Sub-Saharan Africa,Low income,2008,," 9,263,136 ",,,,,1.021752357,
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,2008,," 33,964 ",,,,,100,
Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,2008,," 29,481 ",6.094874665,0.499390185,,,93.72619629,36.21052792
British Virgin Islands,VGB,Latin America & Caribbean,High income,2008,," 25,604 ",6.301671614,0.832245722,,,,24.33333397
Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,2008,," 108,399 ",,0,,,100,52.5428554
Iceland,ISL,Europe & Central Asia,High income,2009,16911.07978," 318,499 ",6.447492771,74.12387756,41195.95966,51259.18763,100,0.413566076
Curacao,CUW,Latin America & Caribbean,High income,2009,15608.494," 146,833 ",,0.248549943,,7423.399372,100,
Qatar,QAT,Middle East & North Africa,High income,2009,15233.91921," 1,590,780 ",43.51447655,0,113312.8522,14232.64059,100,0
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2009,14203.1525," 1,321,618 ",33.96978628,0.400455156,29429.34748,5714.207888,99,44.27290353
Kuwait,KWT,Middle East & North Africa,High income,2009,11142.56073," 2,818,939 ",30.97049493,0,79296.86474,16531.3971,100,0.342873184
Bahrain,BHR,Middle East & North Africa,High income,2009,10339.60097," 1,185,029 ",23.81170841,0,39412.16741,17460.33219,100,0.671052619
Luxembourg,LUX,Europe & Central Asia,High income,2009,7951.723944," 497,783 ",20.87712517,3.737162366,82263.43623,14425.96473,100,35.67901109
Brunei Darussalam,BRN,East Asia & Pacific,High income,2009,7928.681613," 383,772 ",20.48624704,0,76964.31777,8843.792669,100,72.44781552
United Arab Emirates,ARE,Middle East & North Africa,High income,2009,7820.254845," 7,666,393 ",21.90855608,0.106410818,58822.14614,10966.43493,100,4.452830051
Canada,CAN,North America,High income,2009,7797.196259," 33,628,571 ",15.96156016,22.70125736,38791.07469,15450.87955,100,38.19832084
United States,USA,North America,High income,2009,7056.783653," 306,771,529 ",17.15773779,7.354404755,47001.55535,12913.71469,100,33.66276024
Norway,NOR,Europe & Central Asia,High income,2009,6484.118585," 4,828,726 ",11.46182886,56.77092509,55427.57687,23859.70958,100,33.12854015
Finland,FIN,Europe & Central Asia,High income,2009,6268.300545," 5,338,871 ",9.955194272,32.59873157,37823.22919,15243.11039,100,73.06021718
Saudi Arabia,SAU,Middle East & North Africa,High income,2009,6250.328114," 26,661,492 ",17.58961186,0.007049215,43055.81069,7468.336731,100,0.454484135
Australia,AUS,East Asia & Pacific,High income,2009,5862.551944," 21,691,700 ",18.20018196,7.112827151,40234.41792,10791.5931,100,16.15362587
Oman,OMN,Middle East & North Africa,High income,2009,5486.31294," 2,882,942 ",14.25745055,0,44173.29621,5239.439434,100,0.006462036
Gibraltar,GIB,Europe & Central Asia,High income,2009,5218.139337," 32,956 ",14.01996602,0,,5128.049521,100,0
Belgium,BEL,Europe & Central Asia,High income,2009,5196.581983," 10,796,493 ",9.249615685,4.833459354,38001.99092,7903.955479,100,22.45046195
Sweden,SWE,Europe & Central Asia,High income,2009,4883.20049," 9,298,515 ",4.63141136,47.0773642,39645.656,14143.01101,100,68.48467125
Netherlands,NLD,Europe & Central Asia,High income,2009,4722.106039," 16,530,388 ",10.42752306,4.410131668,44037.36411,6856.281897,100,11.01096928
"Korea, Rep.",KOR,East Asia & Pacific,High income,2009,4649.765742," 49,307,835 ",10.32010949,1.206796036,28320.31912,8877.574933,100,64.1726777
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2009,4531.286685," 142,785,342 ",11.02385623,3.599623033,19386.5844,6095.380575,100,49.69609577
Singapore,SGP,East Asia & Pacific,High income,2009,4257.776277," 4,987,573 ",11.21442253,0.478419172,61655.75043,8114.367449,100,23.3571434
New Zealand,NZL,East Asia & Pacific,High income,2009,4073.238042," 4,302,600 ",7.527296054,30.22503243,30700.95635,9403.848836,100,38.57582466
Czech Republic,CZE,Europe & Central Asia,High income,2009,4034.74351," 10,443,936 ",10.30832179,10.21416204,27594.34686,6139.35206,100,34.36893204
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2009,3970.28904," 5,007,950 ",10.05213231,0.081312147,8952.453518,2353.458002,99.74977112,8.782159045
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2009,3944.288267," 16,092,822 ",13.25676292,1.305589862,18387.06365,4447.324403,100,1.227766084
France,FRA,Europe & Central Asia,High income,2009,3913.457397," 64,707,044 ",5.438356727,11.22200621,34678.94158,7338.041898,100,29.78941119
Austria,AUT,Europe & Central Asia,High income,2009,3798.151168," 8,343,323 ",7.518751102,30.51438899,40919.15058,7944.796096,100,46.7218877
Germany,DEU,Europe & Central Asia,High income,2009,3790.501152," 81,902,307 ",8.818595562,9.63006157,37035.78003,6817.158398,100,32.71277359
Japan,JPN,East Asia & Pacific,High income,2009,3678.511133," 128,047,000 ",8.620816388,4.035613662,33192.67977,8020.273806,100,68.4768197
Estonia,EST,Europe & Central Asia,High income,2009,3648.978843," 1,334,515 ",10.91432018,24.0887687,20498.70606,5975.953811,100,52.78603675
Slovenia,SVN,Europe & Central Asia,High income,2009,3496.229535," 2,039,669 ",7.491602314,19.02836498,27471.04799,6104.421845,100,61.85904647
Switzerland,CHE,Europe & Central Asia,High income,2009,3481.852845," 7,743,831 ",5.377973641,20.75387289,51759.75274,8021.223604,100,31.16206079
Denmark,DNK,Europe & Central Asia,High income,2009,3329.211067," 5,523,095 ",8.058895601,19.34276393,40332.45142,6219.701092,100,13.69832597
Libya,LBY,Middle East & North Africa,Upper middle income,2009,3152.83122," 6,121,053 ",9.472052766,1.719515088,27523.81746,3148.967996,98.58912659,0.123327688
Ireland,IRL,Europe & Central Asia,High income,2009,3149.565141," 4,535,375 ",8.889010942,5.246756479,41613.34419,5947.909489,100,10.44389578
United Kingdom,GBR,Europe & Central Asia,High income,2009,3145.585662," 62,276,270 ",7.574622131,3.383031663,34589.5666,5643.128595,100,12.61273882
Slovak Republic,SVK,Europe & Central Asia,High income,2009,3106.686165," 5,386,406 ",6.319073237,9.999141564,23055.07598,4954.138251,100,40.29112031
Israel,ISR,Middle East & North Africa,High income,2009,2873.876109," 7,485,600 ",8.612472881,8.417051651,27498.56537,6607.887143,100,7.12569302
Italy,ITA,Europe & Central Asia,High income,2009,2869.920712," 59,095,365 ",6.795651486,12.53975273,34507.753,5368.390567,100,30.50996191
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2009,2851.200627," 1,586,754 ",2.678457404,88.09575358,14347.16801,932.0915529,83.88741303,85.38052548
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2009,2824.464363," 50,970,818 ",9.870596936,15.57029253,11301.82493,4385.254323,82.7,7.617736524
Belarus,BLR,Europe & Central Asia,Upper middle income,2009,2790.137339," 9,506,765 ",6.439684267,6.778641202,14575.96606,3298.703607,100,41.98008279
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,2009,2771.52776," 73,687,565 ",7.522002539,0.781922794,16611.99802,2479.916388,98.9274292,6.564491066
Lithuania,LTU,Europe & Central Asia,High income,2009,2770.832358," 3,162,916 ",3.958100057,20.08648269,18145.93286,3622.290317,100,34.46669248
Spain,ESP,Europe & Central Asia,High income,2009,2757.691412," 46,362,946 ",6.216973378,12.21794729,32385.20632,5652.595933,100,36.20538982
Greece,GRC,Europe & Central Asia,High income,2009,2649.661201," 11,107,017 ",8.277892345,8.920028783,30359.9253,5627.883706,100,30.0449965
Malaysia,MYS,East Asia & Pacific,Upper middle income,2009,2603.932972," 27,605,383 ",7.20424991,4.23012405,19367.891,3960.60435,99.3,66.58712287
Ukraine,UKR,Europe & Central Asia,Lower middle income,2009,2487.036282," 46,053,300 ",5.647810472,2.963282591,7239.624226,3227.955434,99.8724823,16.49071392
Hungary,HUN,Europe & Central Asia,High income,2009,2478.1017," 10,022,650 ",4.840111448,8.399154789,20648.05514,3773.153807,100,22.4610629
Poland,POL,Europe & Central Asia,High income,2009,2466.524041," 38,151,603 ",7.800914342,8.842062692,19242.98884,3590.832081,100,30.37482106
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2009,2351.655053," 7,444,443 ",5.731193724,11.66017379,14146.17589,4483.747139,100,34.26492307
Portugal,PRT,Europe & Central Asia,High income,2009,2304.026675," 10,568,247 ",5.126323978,24.89454299,26464.37547,4843.849694,100,35.48858939
Cyprus,CYP,Europe & Central Asia,High income,2009,2299.81076," 1,098,076 ",7.386924038,5.978516167,33882.09647,4577.096667,100,18.70562731
"Venezuela, RB",VEN,Latin America & Caribbean,Upper middle income,2009,2274.512867," 28,587,323 ",6.289128331,13.64699869,16507.34135,3030.81894,98.71030426,53.9046557
Croatia,HRV,Europe & Central Asia,High income,2009,2145.362534," 4,429,078 ",4.778855554,27.17825646,19474.40852,3711.607698,100,34.24946347
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2009,2107.366338," 6,972,800 ",6.044701985,0.649481505,43935.65834,5950.83754,100,
Serbia,SRB,Europe & Central Asia,Upper middle income,2009,2070.229279," 7,320,807 ",6.308347973,20.82235705,11829.76118,4224.397665,99.64244843,30.47793389
Latvia,LVA,Europe & Central Asia,High income,2009,2055.824686," 2,141,669 ",3.376490018,38.39414096,16871.8711,3026.611489,100,53.75683657
Malta,MLT,Middle East & North Africa,High income,2009,1887.203408," 412,477 ",5.814186003,0.263477406,26139.65838,4434.186633,100,1.093749981
Argentina,ARG,Latin America & Caribbean,High income,2009,1850.861533," 40,799,407 ",4.410889894,8.574061175,16618.12085,2708.936431,98.36336517,10.56531796
China,CHN,East Asia & Pacific,Upper middle income,2009,1778.433519," 1,331,260,000 ",6.010102433,13.91196228,8374.432271,2612.45662,99.11564636,21.20712991
Chile,CHL,Latin America & Caribbean,High income,2009,1754.223343," 16,829,442 ",3.969555616,31.52545785,16226.20693,3307.655714,99.593662,21.77875265
Romania,ROU,Europe & Central Asia,Upper middle income,2009,1712.526096," 20,367,487 ",4.005210952,22.18226968,16492.76953,2390.574743,100,28.21090235
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2009,1659.513885," 3,746,561 ",5.526103005,17.43482699,9004.909867,2883.444311,99.72540283,42.67578125
Montenegro,MNE,Europe & Central Asia,Upper middle income,2009,1646.312272," 618,294 ",2.953556075,49.16422976,13024.83992,5010.561319,99.64112091,58.49814036
Thailand,THA,East Asia & Pacific,Upper middle income,2009,1610.321449," 66,881,867 ",4.001129215,22.65736722,12201.36244,2100.674014,98.96,31.74695178
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2009,1591.991076," 27,767,400 ",3.858171993,2.219765403,3890.610174,1643.149881,99.95549774,7.708979554
Lebanon,LBN,Middle East & North Africa,Upper middle income,2009,1589.322033," 4,183,156 ",4.989669044,4.276906915,15282.37826,3140.45185,99.87830353,13.37438977
Mexico,MEX,Latin America & Caribbean,Upper middle income,2009,1557.400198," 115,505,228 ",4.120600766,9.168405481,14172.49026,1942.760548,98.71661377,34.26785668
Mongolia,MNG,East Asia & Pacific,Lower middle income,2009,1395.334988," 2,668,289 ",4.9103343,4.36488739,7131.643494,1380.660041,77.79936981,8.170241227
Kosovo,XKX,Europe & Central Asia,Lower middle income,2009,1381.957383," 1,761,474 ",,20.92019658,7472.59384,2558.084877,98.37705994,
Turkey,TUR,Europe & Central Asia,Upper middle income,2009,1370.788494," 71,339,185 ",3.894702792,13.32838057,15483.23911,2314.113905,99.31074524,14.41575797
North Macedonia,MKD,Europe & Central Asia,Upper middle income,2009,1360.634829," 2,069,093 ",4.20383424,18.46546403,10914.21092,3421.305857,99.2,39.38937448
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2009,1334.166178," 8,947,243 ",3.565668218,3.269144729,14900.50866,1620.38742,99.88473511,11.88642243
Brazil,BRA,Latin America & Caribbean,Upper middle income,2009,1233.753632," 194,895,996 ",1.883811784,49.11372304,13212.37847,2185.745263,98.856938,59.83546429
Uruguay,URY,Latin America & Caribbean,High income,2009,1228.186413," 3,362,755 ",2.396863881,45.2937671,15391.19699,2659.723947,98.83069611,9.65261127
Suriname,SUR,Latin America & Caribbean,Upper middle income,2009,1158.00038," 520,619 ",3.845772052,28.65052533,13218.40515,3040.611272,91.26296234,98.42948718
Algeria,DZA,Middle East & North Africa,Upper middle income,2009,1149.374185," 35,465,760 ",3.423011434,0.311808049,12242.17814,863.0859736,98.82767487,0.77321621
Iraq,IRQ,Middle East & North Africa,Upper middle income,2009,1101.9858," 29,894,652 ",3.497152936,1.237633917,11905.19641,836.5041346,98.21245575,1.89952109
Jordan,JOR,Middle East & North Africa,Upper middle income,2009,1093.366393," 6,821,116 ",3.209444026,2.783594185,9436.677022,1831.371875,99.4,1.09822032
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2009,1076.978134," 2,804,082 ",2.760631465,14.04097406,7894.143541,1218.580626,91.83472443,31.16528061
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,2009,1032.009672," 20,824,893 ",2.993132594,0.933023195,,1543.009129,95.11620331,2.641036811
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2009,1016.184658," 4,488,263 ",1.760677795,42.26680959,12141.93498,1858.402683,99.409804,50.57187527
Cuba,CUB,Latin America & Caribbean,Upper middle income,2009,1008.401214," 11,318,602 ",2.641408453,16.12421036,,1323.926753,99.85733032,27.104472
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2009,999.4869447," 1,247,429 ",2.97492202,12.87337846,14815.82915,1907.12257,98.60626221,18.89655203
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2009,993.8713519," 1,979,882 ",1.900285977,28.27674239,11843.47381,1716.768979,45.67902756,20.23785646
Panama,PAN,Latin America & Caribbean,High income,2009,942.1624106," 3,579,385 ",2.402400133,26.22326101,14549.53599,1639.387772,87.48522186,63.43287729
Armenia,ARM,Europe & Central Asia,Upper middle income,2009,903.5465128," 2,888,584 ",1.509411878,7.800556095,6323.578336,1661.021455,99.51981354,11.63329864
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2009,896.785585," 82,465,022 ",2.50693511,5.762878613,9256.562787,1512.459428,99.3794632,0.069717215
Moldova,MDA,Europe & Central Asia,Lower middle income,2009,891.029402," 3,565,604 ",1.276290637,4.860461127,3531.032976,1740.799034,99.93630219,11.59622967
Tunisia,TUN,Middle East & North Africa,Lower middle income,2009,870.3647102," 10,521,834 ",2.355950493,16.06999317,9868.801433,1274.587681,99.5,6.275746653
Indonesia,IDN,East Asia & Pacific,Lower middle income,2009,843.4525271," 239,340,478 ",1.865165403,38.97047862,7787.123624,592.1564174,93.55,52.50528547
"Korea, Dem. People’s Rep.",PRK,East Asia & Pacific,Low income,2009,814.2334097," 24,463,021 ",2.889167205,12.30734984,,727.0974423,26,48.10730087
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2009,792.5427847," 14,691,275 ",2.455104271,13.29950509,8889.213526,1111.203759,96.470862,52.42506861
Georgia,GEO,Europe & Central Asia,Lower middle income,2009,778.1606335," 3,978,000 ",1.568937657,36.72040611,6054.394919,1757.667169,99.36373138,40.47229705
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2009,733.5581," 9,767,758 ",2.070810108,17.55006763,10078.87014,1299.786502,97.85776,36.92817222
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2009,732.6903441," 6,127,837 ",0.744430376,66.39284642,8649.523815,1092.88155,96.891335,43.43065693
Albania,ALB,Europe & Central Asia,Upper middle income,2009,732.3166818," 2,927,519 ",1.495600199,37.2166378,8814.84716,1835.684072,100,28.37664305
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2009,721.4533582," 154,402,181 ",0.49698548,88.83185073,4678.612049,120.5747217,51.1919899,10.37649419
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2009,693.3482761," 2,137,040 ",1.436229083,27.07544429,7853.818992,1541.852282,44.33760071,8.944843488
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2009,686.3967011," 6,137,276 ",1.049801084,29.2966896,5999.644674,848.9108197,91.08402,14.06370627
Colombia,COL,Latin America & Caribbean,Upper middle income,2009,676.0442715," 45,416,181 ",1.599905659,29.55461041,10120.58796,1049.978201,96.057229,53.13071767
Zimbabwe,ZWE,Sub-Saharan Africa,Low income,2009,661.5866553," 13,810,599 ",0.405715639,83.15371127,1433.746016,531.0414125,43.36908187,41.23303606
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2009,654.0332468," 14,316,208 ",0.827854974,58.30268259,6456.233807,537.7820719,82.97683716,35.13624441
Vietnam,VNM,East Asia & Pacific,Lower middle income,2009,605.9839475," 87,565,407 ",1.469012678,37.16681368,4050.887095,901.2577307,96.1,44.88599286
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2009,601.30859," 9,758,748 ",1.433545061,19.99222073,5108.873594,553.657088,86.765597,52.35299548
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2009,590.0343308," 13,456,417 ",0.186396423,92.08655998,2961.99056,558.2466715,23.23564911,66.76791666
Honduras,HND,Latin America & Caribbean,Lower middle income,2009,554.6794464," 8,035,021 ",0.979841745,52.5970072,3779.318967,633.3524206,78.269685,47.47519886
India,IND,South Asia,Lower middle income,2009,546.1767267," 1,214,270,132 ",1.431844254,40.77082759,3920.006183,600.2017021,75,23.33311927
Peru,PER,Latin America & Caribbean,Upper middle income,2009,543.4843093," 29,001,507 ",1.782828044,28.06084509,9010.325505,1040.635578,86.42432,58.55812378
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2009,535.8168781," 5,383,300 ",1.261546635,24.73126686,2746.102655,1323.723367,99.47743225,3.730239948
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2009,517.2662316," 5,666,581 ",0.793378229,52.79614315,3781.76748,484.0661415,77.916313,26.45836796
Angola,AGO,Sub-Saharan Africa,Lower middle income,2009,514.4113538," 22,549,547 ",1.232494515,55.74897651,6081.32919,188.9616674,32.38246918,47.00794159
Morocco,MAR,Middle East & North Africa,Lower middle income,2009,508.9911981," 31,989,897 ",1.640583713,14.75654492,6086.340164,744.2974887,88.65032196,12.58749676
Pakistan,PAK,South Asia,Lower middle income,2009,501.6978253," 167,049,580 ",0.950832112,45.77233981,4166.508041,458.8398247,90.73,2.24418846
Togo,TGO,Sub-Saharan Africa,Low income,2009,492.1645653," 6,330,472 ",0.439659634,63.39771059,1149.334985,122.5816969,33.7377243,5.640742559
Ethiopia,ETH,Sub-Saharan Africa,Low income,2009,485.6928927," 85,416,253 ",0.077619139,94.60484215,948.2249523,42.06459396,23.38941193,12.43679981
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2009,470.3419871," 19,936,366 ",0.283812055,73.67293672,2612.063869,201.7418821,56.8971138,32.71509557
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2009,464.4969367," 40,237,204 ",0.306941208,78.14866866,2271.887012,142.1072896,23,7.367958503
Sri Lanka,LKA,South Asia,Lower middle income,2009,450.6108218," 20,075,086 ",0.656312556,63.50919519,7690.427034,426.1501047,83.80799866,33.58316058
Tanzania,TZA,Sub-Saharan Africa,Low income,2009,440.1066034," 44,664,231 ",0.132511808,91.64074018,1963.591505,69.85455543,11.2,54.54955972
Philippines,PHL,East Asia & Pacific,Lower middle income,2009,414.0776624," 92,220,879 ",0.841111599,31.2239207,5115.481777,590.1266675,82.91230011,23.09689038
Mozambique,MOZ,Sub-Saharan Africa,Low income,2009,409.7032048," 23,524,063 ",0.107559226,91.66605282,857.3459029,431.8981802,15,49.84027879
Benin,BEN,Sub-Saharan Africa,Low income,2009,384.4471803," 8,944,706 ",0.521063185,52.82784348,1773.168783,87.87320679,31.92679215,40.89216034
Haiti,HTI,Latin America & Caribbean,Low income,2009,383.2345296," 9,852,870 ",0.230376834,76.87040998,1561.387409,35.72563121,35.51503754,3.693759182
Nepal,NPL,South Asia,Low income,2009,370.9151788," 26,741,103 ",0.162087331,88.92708666,1853.338355,97.45297342,62.98280716,25.3644925
Sudan,SDN,Sub-Saharan Africa,Lower middle income,2009,364.0554861," 33,650,619 ",0.346451108,63.28098443,3231.236495,112.8216056,29,
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2009,361.9137826," 4,253,712 ",0.410345599,56.38771547,4760.444498,141.053273,37.1,65.66032211
Cambodia,KHM,East Asia & Pacific,Lower middle income,2009,360.581831," 14,090,208 ",0.330259355,71.32193694,2340.381721,127.9612054,34.44437408,57.90505547
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2009,355.7958787," 19,432,541 ",0.346083304,79.09346479,2817.987654,269.8051686,51.71525574,42.59694104
"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2009,351.4856129," 22,974,929 ",1.069059495,0.862384217,4135.865264,222.4598822,61.75139999,1.039831809
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2009,306.7412003," 62,409,435 ",0.028027156,97.01889107,616.8500519,106.8588427,12.15801525,68.12659899
Senegal,SEN,Sub-Saharan Africa,Low income,2009,299.5212222," 12,550,917 ",0.365212359,51.95856714,2620.609145,189.0698504,53.5,44.21648574
Myanmar,MMR,East Asia & Pacific,Lower middle income,2009,287.4631054," 49,800,690 ",0.205437515,85.62958632,3308.846366,100.259655,50.96194458,49.10852535
Tajikistan,TJK,Europe & Central Asia,Low income,2009,285.3415826," 7,472,819 ",0.328286153,60.57507848,1957.248008,1883.492695,99,2.929408402
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2009,284.1161318," 23,903,831 ",0.322460195,49.9081594,2814.3581,263.0122343,62.93895721,40.28566234
Bangladesh,BGD,South Asia,Lower middle income,2009,187.2600424," 150,454,708 ",0.357158767,43.68911699,2264.871499,219.2420592,53.63285446,11.097795
Eritrea,ERI,Sub-Saharan Africa,Low income,2009,167.4587167," 4,310,334 ",0.119104459,81.80609533,1366.590931,60.32015152,38.61859512,15.21188143
Niger,NER,Sub-Saharan Africa,Low income,2009,130.5533298," 15,813,913 ",0.061217486,83.2964811,755.4085767,42.68393281,12.17021084,0.960290538
Burundi,BDI,Sub-Saharan Africa,Low income,2009,," 8,489,031 ",0.022462399,96.91966596,690.4408835,,5.341904163,9.291277496
Central African Republic,CAF,Sub-Saharan Africa,Low income,2009,," 4,404,230 ",0.057449997,80.57925792,836.0110424,,9.888433456,35.73726221
Malawi,MWI,Sub-Saharan Africa,Low income,2009,," 14,714,602 ",0.064295725,83.36206008,964.3149381,,7.801584721,34.68392024
Liberia,LBR,Sub-Saharan Africa,Low income,2009,," 3,811,528 ",0.13565347,91.51302451,1025.930786,,1.9,45.25539867
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2009,," 6,310,260 ",0.103438844,85.38656001,1128.520435,,13.96218109,38.03823909
Rwanda,RWA,Sub-Saharan Africa,Low income,2009,," 9,977,446 ",0.057702041,90.54192683,1267.403791,,13.09734249,17.58410976
